timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,24.444,0.196
1,24.444,48.889,0.173
2,48.889,73.333,0.164
3,73.333,97.777,0.173
4,97.777,122.222,0.179
5,122.222,146.666,0.187
6,146.666,171.110,0.196
7,171.110,195.555,0.160
8,195.555,219.999,0.165
9,219.999,244.443,0.178
10,244.443,268.888,0.195
11,268.888,293.332,0.196
12,293.332,317.776,0.192
13,317.776,342.221,0.193
14,342.221,366.665,0.191
15,366.665,391.109,0.175
16,391.109,415.554,0.209
17,415.554,439.998,0.199
18,439.998,464.442,0.186
19,464.442,488.887,0.199
20,488.887,513.331,0.191
21,513.331,537.775,0.210
22,537.775,562.220,0.217
23,562.220,586.664,0.234
24,586.664,611.108,0.206
25,611.108,635.553,0.185
26,635.553,659.997,0.195
27,659.997,684.441,0.222
28,684.441,708.886,0.236
29,708.886,733.330,0.280
