timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,32.539,3.821
1,32.539,65.078,3.983
2,65.078,97.617,3.877
3,97.617,130.156,3.821
4,130.156,162.695,3.959
5,162.695,195.234,3.804
6,195.234,227.773,4.063
7,227.773,260.312,4.099
8,260.312,292.851,3.772
9,292.851,325.390,4.161
10,325.390,357.929,3.730
11,357.929,390.468,3.795
12,390.468,423.007,4.018
13,423.007,455.546,3.555
14,455.546,488.085,3.970
15,488.085,520.624,4.012
16,520.624,553.163,3.581
17,553.163,585.702,3.876
18,585.702,618.241,3.421
19,618.241,650.780,3.795
20,650.780,683.319,3.755
21,683.319,715.858,3.824
22,715.858,748.397,3.640
23,748.397,780.936,3.902
24,780.936,813.475,3.657
25,813.475,846.014,3.730
26,846.014,878.553,3.845
27,878.553,911.092,3.429
28,911.092,943.631,3.843
29,943.631,976.170,3.613
