timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,44.162,3.105
1,44.162,88.324,3.107
2,88.324,132.486,3.161
3,132.486,176.649,3.097
4,176.649,220.811,3.176
5,220.811,264.973,3.100
6,264.973,309.135,3.106
7,309.135,353.297,3.155
8,353.297,397.459,3.113
9,397.459,441.621,3.182
10,441.621,485.783,3.138
11,485.783,529.946,3.095
12,529.946,574.108,3.183
13,574.108,618.270,3.108
14,618.270,662.432,3.141
15,662.432,706.594,3.127
16,706.594,750.756,3.115
17,750.756,794.918,3.160
18,794.918,839.081,3.112
19,839.081,883.243,3.098
20,883.243,927.405,3.169
21,927.405,971.567,3.102
22,971.567,1015.729,3.148
23,1015.729,1059.891,3.123
24,1059.891,1104.053,3.113
25,1104.053,1148.215,3.157
26,1148.215,1192.378,3.106
27,1192.378,1236.540,3.120
28,1236.540,1280.702,3.136
29,1280.702,1324.864,3.108
