timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,18.447,1.595
1,18.447,36.893,1.650
2,36.893,55.340,1.730
3,55.340,73.787,1.648
4,73.787,92.234,1.711
5,92.234,110.680,1.735
6,110.680,129.127,1.740
7,129.127,147.574,1.810
8,147.574,166.021,1.722
9,166.021,184.467,1.733
10,184.467,202.914,1.784
11,202.914,221.361,1.733
12,221.361,239.808,1.824
13,239.808,258.254,1.707
14,258.254,276.701,1.779
15,276.701,295.148,1.801
16,295.148,313.595,1.732
17,313.595,332.041,1.781
18,332.041,350.488,1.742
19,350.488,368.935,1.780
20,368.935,387.381,1.775
21,387.381,405.828,1.711
22,405.828,424.275,1.794
23,424.275,442.722,1.752
24,442.722,461.168,1.720
25,461.168,479.615,1.804
26,479.615,498.062,1.726
27,498.062,516.509,1.787
28,516.509,534.955,1.736
29,534.955,553.402,1.724
