timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,19.036,1.319
1,19.036,38.073,1.449
2,38.073,57.109,1.471
3,57.109,76.146,1.443
4,76.146,95.182,1.468
5,95.182,114.219,1.982
6,114.219,133.255,2.746
7,133.255,152.291,2.950
8,152.291,171.328,2.755
9,171.328,190.364,3.049
10,190.364,209.401,2.941
11,209.401,228.437,2.713
12,228.437,247.474,3.074
13,247.474,266.510,2.616
14,266.510,285.546,2.927
15,285.546,304.583,3.015
16,304.583,323.619,2.946
17,323.619,342.656,3.011
18,342.656,361.692,3.010
19,361.692,380.729,2.841
20,380.729,399.765,2.586
21,399.765,418.801,2.543
22,418.801,437.838,2.815
23,437.838,456.874,3.094
24,456.874,475.911,2.454
25,475.911,494.947,2.846
26,494.947,513.984,2.997
27,513.984,533.020,2.799
28,533.020,552.056,2.923
29,552.056,571.093,3.151
