timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,21.093,0.207
1,21.093,42.187,1.138
2,42.187,63.280,19.464
3,63.280,84.374,19.741
4,84.374,105.467,19.891
5,105.467,126.561,20.011
6,126.561,147.654,20.111
7,147.654,168.748,19.796
8,168.748,189.841,19.782
9,189.841,210.935,20.072
10,210.935,232.028,20.020
11,232.028,253.122,19.790
12,253.122,274.215,20.356
13,274.215,295.309,20.059
14,295.309,316.402,20.514
15,316.402,337.496,20.015
16,337.496,358.589,20.576
17,358.589,379.683,20.415
18,379.683,400.776,20.623
19,400.776,421.870,20.232
20,421.870,442.963,20.624
21,442.963,464.057,20.271
22,464.057,485.150,20.537
23,485.150,506.244,19.910
24,506.244,527.337,20.531
25,527.337,548.431,19.978
26,548.431,569.524,20.350
27,569.524,590.618,19.161
28,590.618,611.711,20.325
29,611.711,632.805,18.422
