timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,15.741,0.146
1,15.741,31.481,0.095
2,31.481,47.222,0.104
3,47.222,62.962,0.092
4,62.962,78.703,0.093
5,78.703,94.444,0.101
6,94.444,110.184,0.077
7,110.184,125.925,0.100
8,125.925,141.665,0.100
9,141.665,157.406,0.113
10,157.406,173.147,0.099
11,173.147,188.887,0.098
12,188.887,204.628,0.090
13,204.628,220.368,0.105
14,220.368,236.109,0.080
15,236.109,251.850,0.110
16,251.850,267.590,0.090
17,267.590,283.331,0.092
18,283.331,299.071,0.098
19,299.071,314.812,0.076
20,314.812,330.553,0.101
21,330.553,346.293,0.077
22,346.293,362.034,0.081
23,362.034,377.774,0.085
24,377.774,393.515,0.080
25,393.515,409.256,0.077
26,409.256,424.996,0.092
27,424.996,440.737,0.071
28,440.737,456.477,0.092
29,456.477,472.218,0.076
