timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,14.974,0.866
1,14.974,29.949,0.966
2,29.949,44.923,0.949
3,44.923,59.897,0.933
4,59.897,74.872,0.999
5,74.872,89.846,0.853
6,89.846,104.820,0.987
7,104.820,119.794,0.843
8,119.794,134.769,0.880
9,134.769,149.743,0.772
10,149.743,164.717,0.705
11,164.717,179.692,0.688
12,179.692,194.666,0.699
13,194.666,209.640,0.741
14,209.640,224.615,0.661
15,224.615,239.589,0.736
16,239.589,254.563,0.616
17,254.563,269.537,0.747
18,269.537,284.512,0.622
19,284.512,299.486,0.710
20,299.486,314.460,0.693
21,314.460,329.435,0.717
22,329.435,344.409,0.782
23,344.409,359.383,0.700
24,359.383,374.358,0.754
25,374.358,389.332,0.762
26,389.332,404.306,1.009
27,404.306,419.280,0.747
28,419.280,434.255,0.923
29,434.255,449.229,0.738
