timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,20.259,0.347
1,20.259,40.518,0.344
2,40.518,60.777,0.326
3,60.777,81.036,0.712
4,81.036,101.295,0.338
5,101.295,121.554,0.712
6,121.554,141.813,0.349
7,141.813,162.072,0.787
8,162.072,182.331,0.425
9,182.331,202.590,0.707
10,202.590,222.849,0.702
11,222.849,243.108,0.334
12,243.108,263.367,0.671
13,263.367,283.627,0.692
14,283.627,303.886,0.330
15,303.886,324.145,0.320
16,324.145,344.404,0.332
17,344.404,364.663,0.340
18,364.663,384.922,0.303
19,384.922,405.181,0.296
20,405.181,425.440,0.287
21,425.440,445.699,0.663
22,445.699,465.958,0.294
23,465.958,486.217,0.651
24,486.217,506.476,0.293
25,506.476,526.735,0.289
26,526.735,546.994,0.647
27,546.994,567.253,0.696
28,567.253,587.512,0.306
29,587.512,607.771,0.329
