timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,40.237,10.469
1,40.237,80.474,10.304
2,80.474,120.711,10.233
3,120.711,160.948,10.279
4,160.948,201.185,10.270
5,201.185,241.422,10.358
6,241.422,281.659,10.301
7,281.659,321.897,10.233
8,321.897,362.134,10.182
9,362.134,402.371,10.229
10,402.371,442.608,10.283
11,442.608,482.845,10.340
12,482.845,523.082,10.287
13,523.082,563.319,10.293
14,563.319,603.556,10.277
15,603.556,643.793,10.339
16,643.793,684.030,10.261
17,684.030,724.267,10.309
18,724.267,764.504,10.332
19,764.504,804.741,10.399
20,804.741,844.978,10.295
21,844.978,885.215,10.376
22,885.215,925.453,10.239
23,925.453,965.690,10.288
24,965.690,1005.927,10.319
25,1005.927,1046.164,10.331
26,1046.164,1086.401,10.307
27,1086.401,1126.638,10.376
28,1126.638,1166.875,10.357
29,1166.875,1207.112,10.293
