timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,35.802,0.162
1,35.802,71.604,0.158
2,71.604,107.406,0.166
3,107.406,143.208,0.161
4,143.208,179.010,0.160
5,179.010,214.812,0.172
6,214.812,250.614,0.159
7,250.614,286.416,0.168
8,286.416,322.218,0.170
9,322.218,358.020,0.158
10,358.020,393.822,0.165
11,393.822,429.624,0.181
12,429.624,465.426,0.158
13,465.426,501.229,0.170
14,501.229,537.031,0.159
15,537.031,572.833,0.169
16,572.833,608.635,0.169
17,608.635,644.437,0.160
18,644.437,680.239,0.169
19,680.239,716.041,0.158
20,716.041,751.843,0.164
21,751.843,787.645,0.165
22,787.645,823.447,0.154
23,823.447,859.249,0.164
24,859.249,895.051,0.162
25,895.051,930.853,0.157
26,930.853,966.655,0.165
27,966.655,1002.457,0.155
28,1002.457,1038.259,0.175
29,1038.259,1074.061,0.164
