timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,40.336,8.310
1,40.336,80.672,8.396
2,80.672,121.008,8.326
3,121.008,161.344,8.204
4,161.344,201.680,8.362
5,201.680,242.016,8.429
6,242.016,282.352,8.296
7,282.352,322.688,8.479
8,322.688,363.024,8.251
9,363.024,403.360,8.182
10,403.360,443.696,8.434
11,443.696,484.032,8.337
12,484.032,524.368,8.238
13,524.368,564.704,8.256
14,564.704,605.040,8.336
15,605.040,645.376,8.307
16,645.376,685.712,8.172
17,685.712,726.048,8.452
18,726.048,766.384,8.273
19,766.384,806.720,8.222
20,806.720,847.056,8.375
21,847.056,887.392,8.349
22,887.392,927.728,8.197
23,927.728,968.064,8.320
24,968.064,1008.400,8.438
25,1008.400,1048.736,8.246
26,1048.736,1089.072,8.382
27,1089.072,1129.408,8.390
28,1129.408,1169.744,8.190
29,1169.744,1210.080,8.044
