timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,27.646,0.176
1,27.646,55.292,0.168
2,55.292,82.938,0.152
3,82.938,110.584,0.161
4,110.584,138.230,0.160
5,138.230,165.877,0.175
6,165.877,193.523,0.163
7,193.523,221.169,0.176
8,221.169,248.815,0.167
9,248.815,276.461,0.165
10,276.461,304.107,0.177
11,304.107,331.753,0.175
12,331.753,359.399,0.191
13,359.399,387.045,0.199
14,387.045,414.691,0.178
15,414.691,442.337,0.167
16,442.337,469.984,0.172
17,469.984,497.630,0.206
18,497.630,525.276,0.172
19,525.276,552.922,0.147
20,552.922,580.568,0.158
21,580.568,608.214,0.136
22,608.214,635.860,0.144
23,635.860,663.506,0.145
24,663.506,691.152,0.139
25,691.152,718.798,0.140
26,718.798,746.445,0.155
27,746.445,774.091,0.150
28,774.091,801.737,0.145
29,801.737,829.383,0.138
