timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,43.139,0.182
1,43.139,86.278,0.486
2,86.278,129.418,0.345
3,129.418,172.557,0.260
4,172.557,215.696,0.341
5,215.696,258.835,0.311
6,258.835,301.974,0.266
7,301.974,345.114,0.239
8,345.114,388.253,0.179
9,388.253,431.392,0.342
10,431.392,474.531,0.232
11,474.531,517.670,0.130
12,517.670,560.810,0.084
13,560.810,603.949,0.090
14,603.949,647.088,0.107
15,647.088,690.227,0.159
16,690.227,733.366,0.201
17,733.366,776.506,0.195
18,776.506,819.645,0.214
19,819.645,862.784,0.194
20,862.784,905.923,0.203
21,905.923,949.063,0.197
22,949.063,992.202,0.213
23,992.202,1035.341,0.194
24,1035.341,1078.480,0.183
25,1078.480,1121.619,0.184
26,1121.619,1164.759,0.184
27,1164.759,1207.898,0.158
28,1207.898,1251.037,0.183
29,1251.037,1294.176,0.156
