timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,38.336,10.046
1,38.336,76.672,9.628
2,76.672,115.008,10.570
3,115.008,153.344,10.076
4,153.344,191.680,10.343
5,191.680,230.016,10.183
6,230.016,268.352,10.673
7,268.352,306.688,10.079
8,306.688,345.024,10.467
9,345.024,383.360,10.245
10,383.360,421.696,10.263
11,421.696,460.033,10.476
12,460.033,498.369,10.137
13,498.369,536.705,10.549
14,536.705,575.041,10.353
15,575.041,613.377,10.134
16,613.377,651.713,10.560
17,651.713,690.049,10.332
18,690.049,728.385,10.192
19,728.385,766.721,10.670
20,766.721,805.057,10.285
21,805.057,843.393,10.433
22,843.393,881.729,10.377
23,881.729,920.065,10.337
24,920.065,958.401,10.420
25,958.401,996.737,10.208
26,996.737,1035.073,10.555
27,1035.073,1073.409,10.241
28,1073.409,1111.745,10.301
29,1111.745,1150.081,10.430
