timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,40.511,0.742
1,40.511,81.022,0.765
2,81.022,121.532,0.749
3,121.532,162.043,0.753
4,162.043,202.554,0.749
5,202.554,243.065,0.766
6,243.065,283.576,0.747
7,283.576,324.086,0.756
8,324.086,364.597,0.754
9,364.597,405.108,0.763
10,405.108,445.619,0.765
11,445.619,486.130,0.755
12,486.130,526.640,0.751
13,526.640,567.151,0.749
14,567.151,607.662,0.749
15,607.662,648.173,0.763
16,648.173,688.683,0.748
17,688.683,729.194,0.751
18,729.194,769.705,0.758
19,769.705,810.216,0.757
20,810.216,850.727,0.750
21,850.727,891.237,0.768
22,891.237,931.748,0.758
23,931.748,972.259,0.744
24,972.259,1012.770,0.759
25,1012.770,1053.281,0.753
26,1053.281,1093.791,0.752
27,1093.791,1134.302,0.742
28,1134.302,1174.813,0.758
29,1174.813,1215.324,0.748
