timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,13.240,0.296
1,13.240,26.479,0.266
2,26.479,39.719,0.689
3,39.719,52.958,0.352
4,52.958,66.198,0.147
5,66.198,79.437,0.360
6,79.437,92.677,0.287
7,92.677,105.916,0.302
8,105.916,119.156,0.370
9,119.156,132.395,0.258
10,132.395,145.635,0.320
11,145.635,158.874,0.325
12,158.874,172.114,0.319
13,172.114,185.353,0.365
14,185.353,198.593,0.313
15,198.593,211.832,0.281
16,211.832,225.072,0.361
17,225.072,238.311,0.301
18,238.311,251.551,0.383
19,251.551,264.790,0.299
20,264.790,278.030,0.308
21,278.030,291.269,0.391
22,291.269,304.509,0.290
23,304.509,317.748,0.327
24,317.748,330.988,0.354
25,330.988,344.227,0.330
26,344.227,357.467,0.402
27,357.467,370.706,0.357
28,370.706,383.946,0.290
29,383.946,397.185,0.443
