timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,37.216,0.330
1,37.216,74.433,2.076
2,74.433,111.649,3.047
3,111.649,148.866,0.976
4,148.866,186.082,1.144
5,186.082,223.298,1.512
6,223.298,260.515,3.998
7,260.515,297.731,2.429
8,297.731,334.948,0.711
9,334.948,372.164,0.871
10,372.164,409.380,1.388
11,409.380,446.597,2.968
12,446.597,483.813,4.146
13,483.813,521.030,1.314
14,521.030,558.246,3.905
15,558.246,595.462,2.138
16,595.462,632.679,1.100
17,632.679,669.895,2.079
18,669.895,707.111,4.299
19,707.111,744.328,1.558
20,744.328,781.544,3.693
21,781.544,818.761,2.354
22,818.761,855.977,4.296
23,855.977,893.193,2.405
24,893.193,930.410,2.848
25,930.410,967.626,2.748
26,967.626,1004.843,1.947
27,1004.843,1042.059,2.197
28,1042.059,1079.275,1.982
29,1079.275,1116.492,1.908
