timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,16.808,0.178
1,16.808,33.616,0.188
2,33.616,50.424,0.232
3,50.424,67.232,0.194
4,67.232,84.040,0.183
5,84.040,100.847,0.225
6,100.847,117.655,0.199
7,117.655,134.463,0.276
8,134.463,151.271,0.193
9,151.271,168.079,0.232
10,168.079,184.887,0.215
11,184.887,201.695,0.198
12,201.695,218.503,0.202
13,218.503,235.311,0.221
14,235.311,252.119,0.168
15,252.119,268.927,0.225
16,268.927,285.734,0.186
17,285.734,302.542,0.191
18,302.542,319.350,0.226
19,319.350,336.158,0.168
20,336.158,352.966,0.290
21,352.966,369.774,0.357
22,369.774,386.582,0.279
23,386.582,403.390,0.314
24,403.390,420.198,0.320
25,420.198,437.006,0.283
26,437.006,453.813,0.222
27,453.813,470.621,0.313
28,470.621,487.429,0.203
29,487.429,504.237,0.227
