timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,24.540,0.078
1,24.540,49.080,6.646
2,49.080,73.620,16.171
3,73.620,98.160,16.033
4,98.160,122.700,15.953
5,122.700,147.240,17.016
6,147.240,171.780,16.371
7,171.780,196.320,16.601
8,196.320,220.860,16.634
9,220.860,245.400,17.156
10,245.400,269.940,16.893
11,269.940,294.479,18.666
12,294.479,319.019,18.850
13,319.019,343.559,17.158
14,343.559,368.099,16.623
15,368.099,392.639,16.271
16,392.639,417.179,16.231
17,417.179,441.719,16.310
18,441.719,466.259,16.283
19,466.259,490.799,16.275
20,490.799,515.339,16.864
21,515.339,539.879,16.790
22,539.879,564.419,17.008
23,564.419,588.959,16.015
24,588.959,613.499,15.776
25,613.499,638.039,15.663
26,638.039,662.579,15.652
27,662.579,687.119,17.194
28,687.119,711.659,15.693
29,711.659,736.199,14.635
