timeBin,Bin Start Time,Bin End Time,"Total, GB/sec:Self"
0,0.000,24.412,7.238
1,24.412,48.823,7.299
2,48.823,73.235,7.175
3,73.235,97.647,7.145
4,97.647,122.059,7.223
5,122.059,146.470,7.098
6,146.470,170.882,7.248
7,170.882,195.294,7.110
8,195.294,219.706,7.280
9,219.706,244.117,7.310
10,244.117,268.529,7.323
11,268.529,292.941,7.071
12,292.941,317.353,7.244
13,317.353,341.764,7.146
14,341.764,366.176,7.187
15,366.176,390.588,7.226
16,390.588,415.000,7.119
17,415.000,439.411,7.301
18,439.411,463.823,7.076
19,463.823,488.235,7.298
20,488.235,512.646,7.101
21,512.646,537.058,7.271
22,537.058,561.470,7.138
23,561.470,585.882,7.255
24,585.882,610.293,7.200
25,610.293,634.705,7.505
26,634.705,659.117,7.183
27,659.117,683.529,7.138
28,683.529,707.940,7.242
29,707.940,732.352,6.926
