APP,VSZ(GB),RSS(GB)
bfs_26,8.62,8.39
bfs_26,8.81,8.55
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,8.81,8.37
bfs_26,8.81,8.41
bfs_26,9.07,8.66
bfs_26,8.81,8.48
bfs_26,9.07,8.61
bfs_26,9.07,8.60
bfs_26,9.07,8.61
bfs_26,9.06,8.59
bfs_26,8.81,8.50
bfs_26,8.81,8.57
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.64
bfs_26,8.81,8.42
bfs_26,8.81,8.36
bfs_26,8.81,8.47
bfs_26,8.81,8.43
bfs_26,9.07,8.66
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.66
bfs_26,9.07,8.62
bfs_26,8.81,8.48
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,8.81,8.40
bfs_26,8.81,8.57
bfs_26,8.81,8.49
bfs_26,8.81,8.37
bfs_26,8.81,8.55
bfs_26,8.81,8.48
bfs_26,9.07,8.66
bfs_26,8.81,8.56
bfs_26,8.81,8.43
bfs_26,8.81,8.48
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.63
bfs_26,9.07,8.64
bfs_26,9.07,8.61
bfs_26,9.07,8.65
bfs_26,9.07,8.64
bfs_26,9.07,8.61
bfs_26,9.07,8.64
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.62
bfs_26,9.07,8.64
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.65
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.63
bfs_26,9.07,8.63
bfs_26,9.07,8.62
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.63
bfs_26,9.07,8.61
bfs_26,9.07,8.64
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.63
bfs_26,9.07,8.61
bfs_26,8.81,8.36
bfs_26,9.07,8.61
bfs_26,8.81,8.50
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.64
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.61
bfs_26,9.07,8.62
bfs_26,9.07,8.61
bfs_26,9.07,8.61
